hours-per-week,education,workclass,age,YearofExperience,fnlwgt
20,Some-college,Private,18,1.8,143450
40,HS-grad,Private,41,4.1,227065
40,HS-grad,Private,26,2.6,175801
25,HS-grad,Private,29,2.9,260346
45,HS-grad,Private,37,3.7,54159
45,Some-college,Private,24,2.4,143246
41,Some-college,Private,32,3.2,115854
40,HS-grad,Private,35,3.5,138441
40,10th,Self-emp-not-inc,23,2.3,149704
40,Some-college,Private,38,3.8,22245
50,Bachelors,Private,27,2.7,104017
50,Some-college,Private,46,4.6,165468
35,Some-college,Private,22,2.2,181557
80,Some-college,Private,38,3.8,220694
40,Assoc-voc,Local-gov,27,2.7,190330
45,Bachelors,Federal-gov,45,4.5,109209
45,Bachelors,Private,32,3.2,187815
40,HS-grad,Federal-gov,38,3.8,236648
40,HS-grad,Private,21,2.1,53306
50,HS-grad,Private,33,3.3,418645
45,HS-grad,Private,27,2.7,217530
20,Some-college,Private,19,1.9,135066
10,HS-grad,Local-gov,20,2,38455
75,HS-grad,Self-emp-not-inc,37,3.7,53553
40,11th,Private,18,1.8,117857
35,Prof-school,Self-emp-not-inc,72,7.2,379376
40,Masters,Private,31,3.1,191932
40,HS-grad,Private,33,3.3,234067
40,HS-grad,Private,47,4.7,348886
40,Some-college,Private,46,4.6,142490
8,Bachelors,?,42,4.2,155190
36,HS-grad,Private,22,2.2,176178
40,Masters,Private,53,5.3,149220
40,HS-grad,Federal-gov,59,5.9,188047
40,Assoc-voc,Private,36,3.6,258102
40,Bachelors,Private,34,3.4,185216
37,12th,Private,61,6.1,219701
40,HS-grad,Private,40,4,235523
45,Assoc-acdm,Private,35,3.5,100375
40,HS-grad,Private,41,4.1,24273
30,Bachelors,Private,23,2.3,224115
60,Some-college,Private,41,4.1,187795
40,HS-grad,Private,26,2.6,161007
40,Some-college,Private,27,2.7,262723
55,Bachelors,Self-emp-not-inc,41,4.1,33474
60,Bachelors,Private,43,4.3,167151
45,Prof-school,Self-emp-inc,38,3.8,222532
72,Bachelors,Local-gov,47,4.7,48195
30,Bachelors,Private,23,2.3,89089
20,Bachelors,Local-gov,35,3.5,179151
70,Assoc-acdm,Self-emp-not-inc,42,4.2,192589
50,HS-grad,Private,24,2.4,236149
50,Bachelors,Private,58,5.8,110820
40,HS-grad,Private,22,2.2,113464
50,HS-grad,Self-emp-not-inc,38,3.8,248929
40,12th,Private,41,4.1,257758
40,HS-grad,Private,46,4.6,198660
20,Bachelors,Private,22,2.2,195532
16,HS-grad,Private,17,1.7,208046
30,HS-grad,Self-emp-inc,31,3.1,72744
12,10th,?,73,7.3,65072
50,Bachelors,Private,27,2.7,313479
60,Some-college,Private,57,5.7,262681
70,Bachelors,State-gov,54,5.4,305319
40,HS-grad,Private,40,4,158958
40,Assoc-voc,Self-emp-not-inc,23,2.3,47039
50,Bachelors,Private,36,3.6,150057
39,Assoc-acdm,State-gov,54,5.4,55861
60,Bachelors,Self-emp-inc,32,3.2,225053
25,Some-college,Self-emp-not-inc,44,4.4,136986
40,11th,?,36,3.6,342480
36,Some-college,?,30,3,335124
54,HS-grad,Self-emp-not-inc,39,3.9,29874
38,Some-college,Private,36,3.6,191146
20,Assoc-acdm,Private,65,6.5,154164
40,Bachelors,Private,43,4.3,287008
30,HS-grad,Private,36,3.6,397877
40,HS-grad,Local-gov,40,4,108765
55,Some-college,Private,23,2.3,215251
15,HS-grad,Private,67,6.7,132586
50,Masters,Local-gov,48,4.8,328610
35,HS-grad,Private,59,5.9,264048
32,5th-6th,?,74,7.4,98867
40,HS-grad,Private,36,3.6,166289
40,HS-grad,Private,19,1.9,186328
40,HS-grad,Federal-gov,24,2.4,59948
40,HS-grad,Private,41,4.1,231793
40,10th,Local-gov,43,4.3,487770
40,HS-grad,Private,27,2.7,167536
99,HS-grad,Private,48,4.8,250736
40,10th,?,18,1.8,197057
45,Assoc-voc,Self-emp-not-inc,23,2.3,448026
50,HS-grad,Private,56,5.6,217775
40,HS-grad,Federal-gov,22,2.2,154394
38,HS-grad,Private,61,6.1,244933
35,HS-grad,Private,22,2.2,155362
54,Masters,Private,48,4.8,187563
9,11th,?,61,6.1,108398
40,Prof-school,Private,30,3,69235
40,Some-college,Private,72,7.2,174032
50,Some-college,State-gov,31,3.1,174957
35,HS-grad,Self-emp-not-inc,71,7.1,31781
40,Bachelors,Private,49,4.9,278322
45,HS-grad,Private,49,4.9,144514
45,Some-college,Private,41,4.1,255824
40,HS-grad,Private,29,2.9,443858
26,Some-college,Private,19,1.9,114066
40,Assoc-voc,Private,30,3,103860
40,Some-college,Private,40,4,132839
50,Masters,State-gov,51,5.1,290688
2,HS-grad,?,45,4.5,187439
45,HS-grad,Private,22,2.2,170302
40,10th,Private,49,4.9,74984
10,10th,Private,17,1.7,94774
45,Assoc-acdm,Private,46,4.6,72896
44,HS-grad,Self-emp-inc,55,5.5,197749
40,Assoc-voc,Private,28,2.8,182509
40,Prof-school,Self-emp-inc,39,3.9,233117
40,HS-grad,Local-gov,36,3.6,102729
40,HS-grad,Private,36,3.6,172706
40,HS-grad,Self-emp-inc,23,2.3,295254
40,HS-grad,Local-gov,38,3.8,101426
32,10th,Private,75,7.5,185603
45,Prof-school,Private,53,5.3,289620
40,HS-grad,Private,39,3.9,179137
10,Some-college,Private,19,1.9,222199
60,Bachelors,Private,39,3.9,320305
40,HS-grad,?,23,2.3,111340
40,Bachelors,Federal-gov,31,3.1,86150
38,HS-grad,Private,60,6,124648
40,11th,Private,30,3,175761
40,11th,Private,23,2.3,148948
40,Some-college,Private,42,4.2,230355
40,Some-college,State-gov,55,5.5,277203
40,9th,Self-emp-not-inc,77,7.7,176690
40,HS-grad,Self-emp-inc,64,6.4,119182
50,Some-college,Private,35,3.5,181353
25,HS-grad,Private,19,1.9,311293
30,12th,?,17,1.7,132962
40,Some-college,Private,45,4.5,155478
20,Masters,Private,38,3.8,46706
40,Assoc-voc,Private,59,5.9,142326
40,HS-grad,Private,21,2.1,220454
30,HS-grad,Private,45,4.5,105779
30,10th,Private,23,2.3,362623
60,HS-grad,Private,37,3.7,115806
32,Assoc-acdm,Private,29,2.9,351324
40,11th,Private,29,2.9,131712
20,HS-grad,?,19,1.9,181118
40,HS-grad,?,19,1.9,214087
35,HS-grad,Private,27,2.7,181291
40,HS-grad,Private,44,4.4,146908
45,Masters,Self-emp-inc,50,5,262777
40,Masters,Local-gov,53,5.3,394765
45,Bachelors,Private,41,4.1,207335
45,HS-grad,Private,23,2.3,133712
40,Masters,State-gov,24,2.4,105479
40,Bachelors,Private,31,3.1,140092
55,Prof-school,Private,37,3.7,53232
40,10th,Private,57,5.7,178154
60,Bachelors,Private,25,2.5,202203
40,Some-college,Private,50,5,49340
50,11th,Private,47,4.7,106207
40,Bachelors,Private,23,2.3,103064
40,Masters,Local-gov,30,3,79190
30,Some-college,Private,18,1.8,473449
40,11th,Private,48,4.8,189498
28,Masters,Private,34,3.4,149902
50,Some-college,Private,44,4.4,150098
40,Some-college,Private,40,4,100451
48,HS-grad,Private,35,3.5,193094
40,Some-college,Private,37,3.7,202950
39,HS-grad,Private,34,3.4,161444
70,HS-grad,Self-emp-not-inc,33,3.3,303867
45,HS-grad,Private,36,3.6,143912
32,HS-grad,?,29,2.9,42623
32,Assoc-acdm,?,37,3.7,145064
9,9th,Private,53,5.3,199287
50,Some-college,Private,48,4.8,250733
48,Some-college,Private,36,3.6,372525
37,HS-grad,Private,21,2.1,338162
40,Bachelors,Private,38,3.8,154210
50,10th,Private,55,5.5,158702
40,Some-college,Private,29,2.9,199118
40,Some-college,Private,59,5.9,104455
45,Some-college,Self-emp-not-inc,42,4.2,210013
40,Some-college,Private,22,2.2,440934
55,Bachelors,Private,31,3.1,375833
40,HS-grad,Private,41,4.1,289551
40,HS-grad,Private,45,4.5,272729
40,HS-grad,State-gov,31,3.1,176185
20,HS-grad,Private,53,5.3,155403
45,Assoc-voc,Federal-gov,47,4.7,239321
20,10th,Private,27,2.7,365745
40,HS-grad,Private,49,4.9,107399
65,HS-grad,Private,34,3.4,93394
40,Assoc-voc,Self-emp-not-inc,34,3.4,143078
40,Assoc-acdm,Local-gov,50,5,283314
45,Some-college,Private,37,3.7,194668
45,Masters,Private,27,2.7,170301
40,Masters,Self-emp-inc,31,3.1,162442
50,HS-grad,Private,24,2.4,456430
80,Prof-school,Private,28,2.8,337424
40,Some-college,Private,27,2.7,160291
40,Bachelors,Private,41,4.1,341204
40,HS-grad,Private,28,2.8,148084
40,HS-grad,Private,26,2.6,102476
8,12th,?,17,1.7,183161
14,11th,Private,17,1.7,160029
50,HS-grad,Self-emp-not-inc,70,7,152066
40,Bachelors,Private,57,5.7,175942
40,1st-4th,Private,64,6.4,387669
50,HS-grad,Self-emp-not-inc,38,3.8,179824
40,Bachelors,Private,23,2.3,107882
30,12th,?,18,1.8,65249
50,HS-grad,Self-emp-not-inc,47,4.7,267879
44,Some-college,Private,54,5.4,150999
48,Assoc-acdm,Local-gov,42,4.2,69758
40,Some-college,Private,23,2.3,180795
40,HS-grad,Private,28,2.8,257283
30,5th-6th,Private,40,4,196344
55,HS-grad,Private,32,3.2,155151
65,HS-grad,Self-emp-not-inc,35,3.5,368140
15,11th,Private,17,1.7,95079
40,Some-college,?,37,3.7,254773
40,Some-college,Private,23,2.3,181659
12,HS-grad,?,47,4.7,215620
75,HS-grad,Private,29,2.9,169104
40,Some-college,Local-gov,33,3.3,100446
40,Masters,Private,46,4.6,189680
35,Bachelors,Private,24,2.4,376474
40,Some-college,Private,44,4.4,112494
40,HS-grad,?,33,3.3,212491
24,Assoc-voc,Local-gov,68,6.8,254218
40,HS-grad,Private,34,3.4,421200
35,HS-grad,Private,19,1.9,426589
65,Some-college,Private,27,2.7,335015
40,HS-grad,Private,25,2.5,78605
90,Some-college,Self-emp-inc,62,6.2,123749
25,Bachelors,Private,31,3.1,245500
40,HS-grad,Private,32,3.2,226443
40,HS-grad,Self-emp-not-inc,31,3.1,150630
25,Some-college,Private,27,2.7,257124
25,Bachelors,Private,36,3.6,127865
30,Bachelors,Private,50,5,27432
50,HS-grad,Private,31,3.1,161765
40,HS-grad,Private,42,4.2,42703
40,Some-college,Private,27,2.7,209641
20,Some-college,Private,22,2.2,93131
40,HS-grad,Private,46,4.6,191821
40,Some-college,Private,25,2.5,410009
40,Some-college,Private,37,3.7,334291
50,Some-college,Self-emp-inc,58,5.8,274363
20,11th,Private,17,1.7,102456
35,Some-college,State-gov,35,3.5,102268
40,Some-college,Private,46,4.6,220979
50,Bachelors,?,35,3.5,111377
40,HS-grad,Private,36,3.6,187847
40,Bachelors,Private,22,2.2,40052
48,HS-grad,Private,21,2.1,133375
16,Bachelors,Private,46,4.6,226032
40,HS-grad,Private,27,2.7,211032
45,Some-college,Private,33,3.3,392812
40,Assoc-voc,Federal-gov,34,3.4,174724
40,Some-college,Local-gov,50,5,363405
20,Some-college,Private,19,1.9,42750
50,HS-grad,Self-emp-not-inc,40,4,174112
40,HS-grad,Self-emp-not-inc,65,6.5,326936
60,HS-grad,Self-emp-not-inc,39,3.9,188069
45,Doctorate,Private,48,4.8,366089
40,Some-college,Private,32,3.2,162160
40,Bachelors,Private,32,3.2,114937
30,HS-grad,Private,61,6.1,189932
40,Bachelors,Private,57,5.7,168447
45,Masters,Private,32,3.2,154210
50,HS-grad,Private,29,2.9,211331
40,Some-college,Private,57,5.7,157749
20,5th-6th,Self-emp-inc,72,7.2,84587
45,HS-grad,Private,27,2.7,269246
45,11th,Private,26,2.6,305129
40,HS-grad,Private,63,6.3,253556
70,Prof-school,Self-emp-inc,58,5.8,229116
65,Some-college,Private,45,4.5,111381
40,HS-grad,Private,41,4.1,121201
50,HS-grad,Local-gov,26,2.6,271836
4,Bachelors,Private,47,4.7,116641
40,5th-6th,Private,37,3.7,171524
40,HS-grad,Private,52,5.2,145409
45,Bachelors,Private,40,4,174575
40,Assoc-acdm,State-gov,38,3.8,149135
40,11th,Private,32,3.2,234096
40,Some-college,Local-gov,32,3.2,210973
40,Some-college,Local-gov,37,3.7,269323
6,7th-8th,Private,69,6.9,29087
40,HS-grad,Self-emp-not-inc,27,2.7,177831
72,Assoc-acdm,Self-emp-not-inc,39,3.9,167106
40,HS-grad,Private,56,5.6,118993
40,Assoc-acdm,Private,26,2.6,102875
20,10th,?,89,8.9,29106
40,Assoc-acdm,Private,32,3.2,101103
75,Some-college,Self-emp-not-inc,35,3.5,135020
40,11th,Private,26,2.6,182390
40,HS-grad,Private,53,5.3,174102
20,Some-college,?,19,1.9,138153
25,Assoc-acdm,Private,23,2.3,162282
40,HS-grad,Private,51,5.1,280292
40,Bachelors,Local-gov,25,2.5,307294
84,Masters,Private,57,5.7,94156
32,9th,?,59,5.9,199033
35,Bachelors,Private,61,6.1,57408
55,Some-college,Private,41,4.1,210922
40,HS-grad,Private,20,2,138994
50,HS-grad,Private,22,2.2,416103
50,Bachelors,Private,42,4.2,166740
45,7th-8th,Self-emp-inc,47,4.7,139268
30,Some-college,State-gov,21,2.1,165474
50,Bachelors,Private,37,3.7,100316
40,HS-grad,?,28,2.8,49028
65,Some-college,Self-emp-inc,38,3.8,85566
40,HS-grad,Private,27,2.7,58150
50,HS-grad,Self-emp-not-inc,55,5.5,376548
40,11th,Private,20,2,398166
40,Some-college,Private,43,4.3,86797
25,HS-grad,Private,46,4.6,161819
20,HS-grad,Private,19,1.9,187125
40,HS-grad,Private,30,3,226535
40,HS-grad,Self-emp-inc,23,2.3,216889
40,7th-8th,Self-emp-not-inc,65,6.5,135517
40,HS-grad,Private,28,2.8,336951
40,Bachelors,State-gov,44,4.4,101603
37,HS-grad,Local-gov,32,3.2,205931
40,Bachelors,Federal-gov,40,4,105119
60,HS-grad,Self-emp-not-inc,58,5.8,200316
35,10th,Private,17,1.7,132859
50,Some-college,Private,57,5.7,137031
40,Bachelors,Local-gov,24,2.4,184975
40,HS-grad,Private,47,4.7,165539
40,Bachelors,Private,26,2.6,48099
40,Some-college,Private,42,4.2,47012
52,Masters,Local-gov,60,6,195409
40,HS-grad,Private,54,5.4,20795
40,Bachelors,State-gov,44,4.4,484879
65,HS-grad,Self-emp-not-inc,47,4.7,276087
48,Bachelors,Federal-gov,37,3.7,45937
40,Bachelors,Federal-gov,48,4.8,102359
40,HS-grad,Private,30,3,186824
25,12th,Private,20,2,203914
40,Doctorate,Self-emp-not-inc,30,3,209808
40,HS-grad,Private,22,2.2,228516
40,Bachelors,Private,62,6.2,49424
20,Some-college,Private,25,2.5,359067
40,HS-grad,Self-emp-not-inc,55,5.5,340171
30,11th,Private,19,1.9,142037
48,Bachelors,Local-gov,28,2.8,157437
35,Bachelors,State-gov,47,4.7,142287
40,HS-grad,State-gov,35,3.5,189794
40,HS-grad,Private,37,3.7,258289
30,HS-grad,Private,19,1.9,352849
40,Assoc-voc,Private,37,3.7,162322
30,Some-college,Private,24,2.4,200295
40,HS-grad,?,26,2.6,296372
40,HS-grad,Local-gov,54,5.4,190333
20,Bachelors,Self-emp-not-inc,40,4,211518
40,10th,Private,70,7,264098
35,Some-college,Private,43,4.3,393762
40,Bachelors,Local-gov,49,4.9,181970
55,Prof-school,Self-emp-inc,47,4.7,110901
40,HS-grad,Private,21,2.1,92863
40,Some-college,Private,24,2.4,111368
70,12th,?,45,4.5,83601
50,Masters,Private,47,4.7,164682
50,Some-college,Private,37,3.7,166549
40,Assoc-acdm,Private,24,2.4,176566
5,11th,Private,18,1.8,201613
60,Assoc-acdm,Private,27,2.7,285294
15,10th,Private,75,7.5,100301
40,HS-grad,Private,22,2.2,120320
40,Some-college,Local-gov,29,2.9,218650
48,Masters,Private,32,3.2,339482
40,HS-grad,Private,64,6.4,301352
40,Assoc-voc,Local-gov,41,4.1,225978
40,Some-college,Private,39,3.9,337778
40,HS-grad,Private,49,4.9,241350
42,12th,Private,36,3.6,266645
15,12th,Private,18,1.8,100863
40,Bachelors,Local-gov,55,5.5,227386
55,Masters,Private,44,4.4,315971
30,HS-grad,Private,20,2,177287
36,Some-college,Private,20,2,169022
40,Doctorate,Private,50,5,205803
20,Some-college,Federal-gov,22,2.2,277700
40,HS-grad,Self-emp-not-inc,24,2.4,166371
40,Some-college,?,20,2,295763
20,Doctorate,Self-emp-inc,75,7.5,152519
45,Bachelors,Private,44,4.4,438696
50,10th,Self-emp-inc,41,4.1,34266
20,HS-grad,Private,19,1.9,136391
40,Some-college,Private,38,3.8,435638
50,HS-grad,Private,23,2.3,51973
40,HS-grad,Private,40,4,109800
40,Some-college,Federal-gov,41,4.1,260761
38,Some-college,Private,59,5.9,109015
40,Bachelors,Private,35,3.5,272944
38,Preschool,Private,35,3.5,290498
40,Bachelors,Private,25,2.5,176864
40,Bachelors,State-gov,64,6.4,169914
40,Doctorate,Private,55,5.5,205759
29,HS-grad,Private,63,6.3,271075
16,11th,Private,19,1.9,239995
40,HS-grad,Private,27,2.7,65663
25,Some-college,?,20,2,259865
60,HS-grad,Self-emp-not-inc,42,4.2,34722
40,Assoc-acdm,Private,37,3.7,225821
40,5th-6th,Private,39,3.9,191503
20,Masters,?,46,4.6,110243
45,HS-grad,Self-emp-not-inc,30,3,227429
40,Some-college,Private,52,5.2,174452
44,Assoc-voc,Private,27,2.7,209085
38,Some-college,Private,54,5.4,192386
40,11th,?,19,1.9,234877
40,Some-college,Private,28,2.8,320862
15,Some-college,Private,22,2.2,535027
35,Prof-school,Private,33,3.3,137421
42,HS-grad,Private,46,4.6,195727
35,5th-6th,Self-emp-not-inc,49,4.9,163229
70,Some-college,Private,31,3.1,50753
45,12th,Private,49,4.9,173503
15,11th,Federal-gov,17,1.7,29078
55,Bachelors,Private,35,3.5,360743
20,Assoc-acdm,Self-emp-inc,39,3.9,142149
40,5th-6th,Private,26,2.6,464552
74,Some-college,Private,59,5.9,47444
25,Some-college,Private,37,3.7,24721
40,Bachelors,Private,53,5.3,187492
50,HS-grad,Private,50,5,229318
52,HS-grad,Private,48,4.8,358382
40,Bachelors,State-gov,60,6,119832
32,12th,Private,18,1.8,414166
40,HS-grad,Private,35,3.5,147638
55,Assoc-voc,Self-emp-not-inc,26,2.6,33016
40,10th,?,20,2,386962
40,Bachelors,Private,32,3.2,39248
15,Some-college,Private,69,6.9,232683
47,9th,Self-emp-not-inc,31,3.1,55912
40,HS-grad,Private,35,3.5,113152
40,HS-grad,Self-emp-inc,65,6.5,150095
37,Some-college,Private,63,6.3,114424
38,Some-college,?,26,2.6,408417
55,Bachelors,Private,29,2.9,163167
40,Assoc-voc,Private,48,4.8,86009
40,HS-grad,Federal-gov,35,3.5,316582
35,Prof-school,Self-emp-not-inc,50,5,165219
25,Some-college,Private,21,2.1,99829
50,9th,Private,47,4.7,275095
35,Some-college,Private,42,4.2,167650
27,10th,Self-emp-not-inc,52,5.2,141820
40,Bachelors,Private,29,2.9,108253
40,Some-college,Private,41,4.1,156526
50,Some-college,Self-emp-inc,36,3.6,185366
92,Some-college,Self-emp-inc,43,4.3,314739
30,Some-college,Private,20,2,336101
55,HS-grad,Private,38,3.8,49115
50,HS-grad,Self-emp-inc,35,3.5,186488
15,12th,?,18,1.8,158826
40,11th,Private,24,2.4,218415
40,HS-grad,Private,27,2.7,76978
40,9th,Private,47,4.7,213408
50,Assoc-acdm,Private,44,4.4,181265
40,11th,Local-gov,18,1.8,242956
40,Bachelors,Private,30,3,226696
75,Some-college,Private,30,3,186932
40,HS-grad,Federal-gov,50,5,107079
40,Bachelors,Private,32,3.2,154950
20,11th,Private,18,1.8,48597
45,HS-grad,Private,40,4,196344
60,Prof-school,Self-emp-inc,37,3.7,152414
40,9th,Private,61,6.1,222966
50,Bachelors,Self-emp-not-inc,39,3.9,272671
40,Bachelors,Private,26,2.6,235520
40,HS-grad,Private,30,3,232766
60,HS-grad,Private,40,4,309990
45,HS-grad,Private,40,4,95639
45,HS-grad,?,20,2,177161
35,HS-grad,Local-gov,51,5.1,133963
40,Bachelors,Self-emp-not-inc,45,4.5,240786
35,Masters,Local-gov,44,4.4,141186
60,7th-8th,Private,65,6.5,109221
40,Assoc-voc,Private,29,2.9,337953
40,Some-college,State-gov,49,4.9,189762
40,12th,?,18,1.8,40190
15,Some-college,Private,66,6.6,171824
65,Some-college,Private,48,4.8,83545
37,Assoc-acdm,Private,28,2.8,142712
24,Some-college,Private,19,1.9,91893
40,Some-college,Private,23,2.3,443701
40,Some-college,Private,40,4,438427
40,Doctorate,Self-emp-inc,53,5.3,69372
40,Assoc-voc,Private,49,4.9,243190
45,HS-grad,Private,41,4.1,109762
40,HS-grad,Private,22,2.2,91189
40,Bachelors,Federal-gov,56,5.6,205805
40,Some-college,Local-gov,48,4.8,212050
45,Assoc-acdm,Private,51,5.1,152652
30,12th,Private,18,1.8,157193
50,11th,Private,32,3.2,36592
40,Some-college,Private,39,3.9,192664
30,Some-college,Federal-gov,38,3.8,99280
40,HS-grad,Private,54,5.4,168621
40,Some-college,Private,37,3.7,127048
40,HS-grad,Private,29,2.9,167610
40,HS-grad,Private,36,3.6,108320
35,HS-grad,Private,21,2.1,369643
40,HS-grad,Private,27,2.7,232388
40,HS-grad,Private,28,2.8,513719
40,Some-college,Private,23,2.3,27073
40,HS-grad,Private,54,5.4,105428
40,Assoc-voc,Private,36,3.6,167284
35,7th-8th,Private,22,2.2,320615
40,HS-grad,Local-gov,27,2.7,47284
40,Some-college,Private,42,4.2,45156
50,Some-college,Private,46,4.6,166269
40,Some-college,Federal-gov,28,2.8,236418
45,HS-grad,Private,21,2.1,311478
50,Doctorate,Private,50,5,256908
40,HS-grad,Private,20,2,256796
40,HS-grad,Private,27,2.7,168138
30,12th,Private,23,2.3,244413
10,Bachelors,?,66,6.6,52728
35,Some-college,?,23,2.3,223019
70,Some-college,Private,23,2.3,215443
80,9th,Private,41,4.1,99665
45,HS-grad,Private,39,3.9,243485
45,HS-grad,Private,38,3.8,169872
40,Masters,Private,46,4.6,116338
40,HS-grad,Private,29,2.9,109989
40,Bachelors,Private,35,3.5,144401
40,HS-grad,Local-gov,23,2.3,199555
40,Bachelors,Self-emp-not-inc,33,3.3,105229
40,Bachelors,Private,31,3.1,185216
40,HS-grad,Private,52,5.2,155278
47,Bachelors,Private,28,2.8,371408
50,Masters,Private,56,5.6,177271
40,Some-college,Private,38,3.8,234891
40,HS-grad,Private,21,2.1,356286
40,Preschool,?,60,6,225894
28,11th,Private,19,1.9,181781
35,Some-college,Private,23,2.3,197756
40,Assoc-acdm,Local-gov,69,6.9,216269
40,HS-grad,Private,50,5,33931
30,Bachelors,Private,46,4.6,151584
40,Some-college,Private,53,5.3,286085
45,Bachelors,Self-emp-not-inc,56,5.6,111385
40,Bachelors,Private,35,3.5,280966
28,HS-grad,Private,30,3,221178
44,5th-6th,Private,60,6,74422
20,Some-college,Private,21,2.1,103031
38,10th,State-gov,46,4.6,209739
40,Bachelors,State-gov,23,2.3,112137
50,11th,Private,26,2.6,138537
20,7th-8th,Private,72,7.2,135378
48,1st-4th,Private,48,4.8,175006
40,Assoc-acdm,Private,26,2.6,182194
15,Some-college,Private,20,2,194686
40,Some-college,Private,27,2.7,70034
40,Bachelors,Federal-gov,53,5.3,439263
17,HS-grad,Private,72,7.2,74749
40,Masters,Private,26,2.6,231638
32,HS-grad,Private,50,5,197623
40,Some-college,?,22,2.2,148409
30,10th,?,17,1.7,40299
20,Bachelors,Self-emp-not-inc,46,4.6,96260
40,Masters,Self-emp-not-inc,47,4.7,62143
30,HS-grad,Private,22,2.2,193027
30,11th,?,24,2.4,334105
40,11th,Private,46,4.6,31411
40,Some-college,Private,60,6,140516
40,9th,Private,51,5.1,155963
35,Masters,Self-emp-not-inc,58,5.8,119891
40,HS-grad,Private,32,3.2,206609
50,Bachelors,Private,41,4.1,425444
52,Bachelors,Private,52,5.2,114674
40,HS-grad,Federal-gov,54,5.4,57679
60,Assoc-acdm,Private,48,4.8,213140
40,Assoc-voc,Local-gov,52,5.2,295494
32,Bachelors,Private,46,4.6,182862
40,11th,Private,50,5,178529
80,10th,Private,36,3.6,214031
25,10th,Private,17,1.7,350538
40,Some-college,Private,29,2.9,238073
40,HS-grad,Private,29,2.9,194640
30,Masters,Self-emp-not-inc,39,3.9,139770
40,HS-grad,Private,21,2.1,164177
45,HS-grad,Private,62,6.2,99470
40,Some-college,Private,61,6.1,359367
16,Assoc-acdm,Local-gov,72,7.2,45612
55,Bachelors,Private,33,3.3,127651
50,HS-grad,Private,34,3.4,193132
60,Some-college,Local-gov,26,2.6,314798
60,Some-college,Private,33,3.3,108438
40,HS-grad,Private,41,4.1,165815
35,11th,?,18,1.8,136172
24,Some-college,Private,24,2.4,127159
16,Some-college,?,18,1.8,220168
60,Some-college,Private,55,5.5,127677
40,HS-grad,Private,42,4.2,119941
40,HS-grad,Private,32,3.2,93699
40,HS-grad,Federal-gov,46,4.6,196649
40,HS-grad,Private,18,1.8,332763
50,HS-grad,Private,36,3.6,158363
40,Assoc-acdm,Private,38,3.8,249039
54,5th-6th,Private,39,3.9,454585
40,HS-grad,Private,31,3.1,121321
40,HS-grad,Private,40,4,229148
64,HS-grad,Private,18,1.8,221284
40,Some-college,Private,38,3.8,428251
